"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"gene7922",2.28537431766277e-95,1.38410475935213,0.94,0.209,4.50619366697453e-89,"5","gene792"
"gene125611",2.2789781757033e-93,1.02913593711633,0.774,0.13,4.49358205487751e-87,"5","gene12561"
"gene18442",3.83515257728065e-89,1.38803388469958,0.91,0.22,7.56197359971085e-83,"5","gene1844"
"CHAC11",7.93403946412035e-83,0.976531941193356,0.752,0.139,1.56439661154977e-76,"5","CHAC1"
"RPL14.11",9.15312508700383e-83,1.40591537292787,0.902,0.24,1.80477018496751e-76,"5","RPL14.1"
"gene118061",8.08445483927962e-79,1.17368231160587,0.857,0.201,1.59405480827141e-72,"5","gene11806"
"MAN2B12",2.5118456487874e-78,1.08975505342175,0.835,0.189,4.95273919353351e-72,"5","MAN2B1"
"gene79672",2.9360501322697e-77,1.3488073212834,0.865,0.216,5.78916565645317e-71,"5","gene7967"
"gene89361",5.81060867291801e-75,1.07943425908425,0.835,0.193,1.14570850826521e-68,"5","gene8936"
"GLB1L.22",1.32939458617656e-69,1.04585946724606,0.782,0.184,2.62123776347739e-63,"5","GLB1L.2"
"gene49142",4.35089243403253e-68,1.04305622289539,0.759,0.166,8.57888520948095e-62,"5","gene4914"
"gene9712",8.53054866481107e-66,1.02200345805183,0.842,0.223,1.68201349214872e-59,"5","gene971"
"gene65472",8.8197493323973e-66,1.11365064079312,0.842,0.232,1.73903672054024e-59,"5","gene6547"
"gene7959",9.32921055321339e-65,0.816924081046294,0.835,0.221,1.83948988959302e-58,"5","gene7959"
"eIF-1A1",6.03352639477597e-60,0.805541093240746,0.729,0.171,1.18966237694787e-53,"5","eIF-1A"
"LYRM5",8.985210137572e-58,0.891105867057878,0.82,0.239,1.7716615044388e-51,"5","LYRM5"
"gene52331",3.87471156580501e-57,0.732831389120047,0.774,0.201,7.63997415401072e-51,"5","gene5233"
"GALK11",4.65783693456016e-57,0.833997673675172,0.759,0.194,9.18410394922979e-51,"5","GALK1"
"GCN1L11",6.53336167302579e-57,0.874666451771844,0.722,0.181,1.28821754788736e-50,"5","GCN1L1"
"TSPO1",7.89450637751298e-57,0.921703048681668,0.805,0.23,1.55660166333803e-50,"5","TSPO"
"gene126131",5.87594933763519e-52,0.838142493170314,0.789,0.234,1.15859207343302e-45,"5","gene12613"
"spz42",1.66933253727535e-49,0.819590367078176,0.707,0.187,3.29151143837028e-43,"5","spz4"
"BTBD91",6.02449262460903e-49,1.06828006439593,0.752,0.248,1.18788114060507e-42,"5","BTBD9"
"gene144231",3.54057085811398e-45,0.779525647515559,0.714,0.21,6.98113121119882e-39,"5","gene14423"
"HARS1",4.59530659734691e-45,0.78017302206438,0.737,0.229,9.06080956923856e-39,"5","HARS"
"gene26681",9.81623814494734e-45,0.806582044881352,0.767,0.248,1.93551970110144e-38,"5","gene2668"
"gene85341",6.06169838064422e-44,0.684693921793866,0.714,0.205,1.19521719671304e-37,"5","gene8534"
"NUBP21",3.21599636730806e-43,0.664673971927173,0.774,0.245,6.34115048522876e-37,"5","NUBP2"
"gene75551",2.52016409075433e-42,0.690743778051663,0.744,0.231,4.96914110643712e-36,"5","gene7555"
"gene132561",4.69335531870237e-42,0.69725157613321,0.729,0.222,9.25413742971735e-36,"5","gene13256"
"ALG81",1.35711809530485e-40,0.789855575461719,0.722,0.238,2.67590167577163e-34,"5","ALG8"
"gene71751",2.49938797456929e-40,0.796399370998219,0.714,0.226,4.92817573702092e-34,"5","gene7175"
"gene116512",6.7433662732302e-38,0.728257143815455,0.714,0.231,1.32962526793405e-31,"5","gene11651"
"RBM391",4.93732604689112e-79,0.923583948934227,0.797,0.131,9.73518744493571e-73,"6","RBM39"
"AUB1",3.70268405073935e-39,0.651386424846251,0.772,0.238,7.30077838509746e-33,"6","AUB"
"CORIN",9.26287230124188e-261,1.78826645832831,0.748,0.019,1.82640962485906e-254,"8","CORIN"
"gene3787",1.95661982150075e-237,3.45409493645233,0.922,0.05,3.85797100290357e-231,"8","gene3787"
"gene139341",4.45589191860058e-106,2.28157671543367,0.874,0.138,8.78591825817645e-100,"8","gene13934"
"RBM392",9.19964399762864e-72,1.39486338817736,0.841,0.139,1.81394256512563e-65,"9","RBM39"
"TSSK32",3.37896987830856e-61,1.16358372065899,0.898,0.193,6.66249399446454e-55,"9","TSSK3"
"GMNN1",2.789773235449e-55,0.716134680124481,0.761,0.138,5.50074374631627e-49,"9","GMNN"
"gene48032",1.19913886196541e-50,0.850997289458959,0.761,0.149,2.36440564849688e-44,"9","gene4803"
"AUB2",9.52167139538273e-47,1.05561615095343,0.886,0.242,1.87743841388601e-40,"9","AUB"
"UBE2D11",4.42024439378385e-28,0.536941081373253,0.716,0.216,8.71563014417648e-22,"9","UBE2D1"
"LOC60508391",4.80457619894505e-28,0.496502737929374,0.727,0.22,9.47343753399851e-22,"9","LOC6050839"
"LOC60462262",1.0541598072844e-27,0.358023619756306,0.727,0.219,2.07854276249243e-21,"9","LOC6046226"
"PABPC1&PABPN1",2.35508631569581e-26,0.327350043409855,0.705,0.211,4.64364850823215e-20,"9","PABPC1&PABPN1"
"MNAT12",2.90340473212244e-26,0.714471175330079,0.705,0.237,5.72479699077662e-20,"9","MNAT1"
"gene39981",2.10067881211814e-24,0.468578757912733,0.727,0.241,4.14201974983038e-18,"9","gene3998"
"ARNT",7.56048416784566e-209,1.29826746606797,0.765,0.026,1.49074073394022e-202,"10","ARNT"
"gene9634",9.92550113308813e-206,1.66040547921325,0.84,0.036,1.95706366356699e-199,"10","gene9634"
"SPTLC1",4.4917216551504e-199,1.43404766692628,0.827,0.036,8.85656564870776e-193,"10","SPTLC1"
"UGT2A1.3",2.06864617425771e-198,1.64951832784153,0.84,0.038,4.07885930003116e-192,"10","UGT2A1.3"
"gene14338",5.82179208037583e-198,1.90013309121841,0.951,0.056,1.14791359998573e-191,"10","gene14338"
"DGAT1",5.32176248864894e-194,1.60796308129617,0.815,0.036,1.0493201152281e-187,"10","DGAT1"
"gene2878",4.70272956247969e-191,1.85565559595096,0.864,0.044,9.27262112300802e-185,"10","gene2878"
"gene6166",5.05776243826418e-188,1.3728005370124,0.79,0.035,9.9726582609347e-182,"10","gene6166"
"gene11341",8.2245894154136e-187,1.72372220371293,0.802,0.038,1.621685885361e-180,"10","gene11341"
"gene2977",3.69576942093086e-186,1.87987425223461,0.889,0.051,7.28714444302868e-180,"10","gene2977"
"gene12455",1.43193340474919e-185,1.46537619958568,0.741,0.029,2.82341898661444e-179,"10","gene12455"
"gene13563",3.09603210341397e-183,2.1093138985768,0.889,0.051,6.10461058800281e-177,"10","gene13563"
"NIT2",1.04390275537958e-181,1.50504629102916,0.704,0.027,2.05831838962795e-175,"10","NIT2"
"gene10568",5.02004349159816e-181,2.16538348798018,0.914,0.058,9.89828581468914e-175,"10","gene10568"
"gene8651",1.52304460703427e-178,1.59922746678279,0.84,0.046,3.00306777305364e-172,"10","gene8651"
"gene12615",2.91692641330539e-177,2.02700571608757,0.889,0.054,5.75145840621414e-171,"10","gene12615"
"gene10709",3.06772246862455e-176,2.08399225066008,0.827,0.044,6.04879098067786e-170,"10","gene10709"
"gene17551",1.10049123160744e-175,2.72310115251046,0.901,0.06,2.16989688739566e-169,"10","gene1755"
"gene3365",1.84126690438679e-173,2.79837999685108,0.988,0.079,3.63052354252536e-167,"10","gene3365"
"gene619",3.28939435107273e-173,1.23373026227027,0.704,0.029,6.4858731799107e-167,"10","gene619"
"gene13313",1.51365749381666e-172,2.21112391443135,0.901,0.059,2.98455870440547e-166,"10","gene13313"
"DDC",4.1796907765526e-171,1.71003329592763,0.864,0.052,8.24131782773992e-165,"10","DDC"
"gene1841",3.13799921949323e-169,1.21643000930093,0.728,0.033,6.18735937503344e-163,"10","gene1841"
"AGXT.1",8.85859289968196e-169,1.76782413805372,0.864,0.053,1.74669571257266e-162,"10","AGXT.1"
"gene14386",2.40247250109353e-168,1.26440747681536,0.753,0.036,4.73708236144868e-162,"10","gene14386"
"gene4137",2.53620857520647e-168,1.13432392621022,0.704,0.03,5.00077686678908e-162,"10","gene4137"
"dcakd",8.42607720991416e-168,1.15339721783069,0.778,0.039,1.66141430168799e-161,"10","dcakd"
"gene1852",1.4742032473425e-166,1.46315275429418,0.815,0.046,2.90676467555731e-160,"10","gene1852"
"JMJD4",2.33737387395705e-166,1.55637942954705,0.852,0.053,4.60872394809643e-160,"10","JMJD4"
"gene10705",2.40664768881308e-166,1.75862681070802,0.901,0.061,4.74531480036026e-160,"10","gene10705"
"gene180",5.80449932428073e-165,2.35036099810906,0.901,0.065,1.14450389561485e-158,"10","gene180"
"gene14541",6.15642653552656e-165,1.53500049776588,0.877,0.058,1.21389524907041e-158,"10","gene14541"
"gene2901",8.97610110488106e-164,2.08027183474131,0.914,0.066,1.76986542818525e-157,"10","gene2901"
"gene10215",3.37319869649699e-163,1.40512612860424,0.827,0.049,6.65111464941403e-157,"10","gene10215"
"DDAH1",4.14051392451543e-163,1.56233400507181,0.827,0.049,8.16407075220506e-157,"10","DDAH1"
"MFSD10",9.7270291145785e-163,1.86151094827006,0.877,0.059,1.91792988377575e-156,"10","MFSD10"
"gene6091",1.34018737808898e-162,1.14619081970572,0.704,0.032,2.64251848330908e-156,"10","gene6091"
"gene11863",5.87011407761378e-162,1.63912422639077,0.852,0.055,1.15744150428772e-155,"10","gene11863"
"gene9183",1.56568297173074e-161,1.45196735751898,0.765,0.041,3.087140096559e-155,"10","gene9183"
"gene7106",2.80884514780495e-161,1.57225110976085,0.827,0.051,5.53834884671986e-155,"10","gene7106"
"gene571",8.61472814123917e-161,1.36226217721847,0.765,0.041,1.69861160566728e-154,"10","gene571"
"gene1687",3.12950651188772e-160,1.50982839085532,0.802,0.047,6.17061385333414e-154,"10","gene1687"
"gene4648",3.15510626944686e-160,1.31854900521937,0.741,0.038,6.22109025210065e-154,"10","gene4648"
"gene528",4.53978777127026e-160,1.52209847079292,0.79,0.045,8.95134015736546e-154,"10","gene528"
"MOV10",9.34132094090483e-160,1.21961476785888,0.704,0.033,1.84187775891919e-153,"10","MOV10"
"gene11354",3.3179273627676e-159,1.64377702738117,0.802,0.047,6.5421332313191e-153,"10","gene11354"
"gene6405",3.64757795264001e-159,1.59349799628873,0.765,0.042,7.19212277085179e-153,"10","gene6405"
"PLIN2",5.3234471937858e-159,1.85463763193198,0.926,0.071,1.04965229746887e-152,"10","PLIN2"
"LIN37",6.40153107711781e-159,2.20880668141517,0.926,0.073,1.26222381059003e-152,"10","LIN37"
"gene19471",5.54267715715972e-158,2.60180622239861,1,0.092,1.09287903126612e-151,"10","gene1947"
"gene6383",1.94005080462454e-157,1.35597591437104,0.79,0.046,3.82530099417084e-151,"10","gene6383"
"CCNK",2.91012198935295e-157,1.41730057339838,0.815,0.05,5.73804176287265e-151,"10","CCNK"
"gene8324",3.30146366000196e-157,2.16020782541919,0.914,0.071,6.50967087599985e-151,"10","gene8324"
"gene4988",4.0919463471309e-157,1.7287074431639,0.753,0.041,8.06830748579439e-151,"10","gene4988"
"gene9964",1.2503555913599e-156,2.16778592789814,0.951,0.079,2.46539238833065e-150,"10","gene9964"
"gene14542",2.5676352855666e-156,1.1440637348517,0.704,0.034,5.0627425772218e-150,"10","gene14542"
"gene6557",2.82205560212604e-156,1.95738501458365,0.938,0.077,5.56439659965883e-150,"10","gene6557"
"gene8380",4.33356604935897e-156,1.38507247845187,0.802,0.048,8.5447218585217e-150,"10","gene8380"
"OCRL",4.5372796392275e-156,1.63271575102475,0.84,0.055,8.94639474048574e-150,"10","OCRL"
"gene4841",4.75452595133388e-156,1.53025530915679,0.815,0.052,9.37475080812042e-150,"10","gene4841"
"ZNF408",1.15777915710936e-155,1.67348249391451,0.815,0.052,2.28285452636785e-149,"10","ZNF408"
"gene71641",1.42115772134381e-155,2.34657769300923,0.938,0.077,2.80217200053282e-149,"10","gene7164"
"unc-32",2.448230511203e-155,2.30944917349551,0.951,0.083,4.82730585515606e-149,"10","unc-32"
"gene1699",3.45158880132424e-155,2.29064977661577,0.84,0.057,6.80568057377748e-149,"10","gene1699"
"gene11831",5.13530561456126e-155,1.43241527526338,0.79,0.047,1.0125554251428e-148,"10","gene11831"
"AMDHD2.1",1.08846703550644e-154,1.57284955385713,0.815,0.052,2.14618814266093e-148,"10","AMDHD2.1"
"gene9822",1.14478819462944e-154,1.58928322070816,0.79,0.048,2.25723955712518e-148,"10","gene9822"
"gene5806",1.20967133536124e-154,1.85863678914527,0.914,0.072,2.38517308451253e-148,"10","gene5806"
"gene5719",3.85626922368893e-154,1.87670176294242,0.827,0.055,7.60361041061632e-148,"10","gene5719"
"gene74981",1.66801509853099e-153,1.87778565970061,0.914,0.073,3.28891377457378e-147,"10","gene7498"
"gene5393",2.05194344662921e-153,2.3407555709126,1,0.093,4.04592564672149e-147,"10","gene5393"
"gene13566",2.07439907007257e-153,1.67791100993067,0.864,0.062,4.09020258961281e-147,"10","gene13566"
"gene12105",2.22849982388949e-153,1.80439191558423,0.765,0.044,4.39405121325357e-147,"10","gene12105"
"gene1793",1.04341429871763e-152,1.21473327181291,0.728,0.039,2.05735527373939e-146,"10","gene1793"
"TMEM87A",2.42103026693055e-152,1.00631583729873,0.716,0.036,4.77367369191111e-146,"10","TMEM87A"
"gene1546",5.35003812296278e-152,1.17980637955049,0.716,0.037,1.05489537190662e-145,"10","gene1546"
"PIWIL2.2",9.29497594773743e-152,1.35420926738179,0.802,0.05,1.83273967098791e-145,"10","PIWIL2.2"
"SUOX",5.62838960389388e-151,1.35213195234919,0.802,0.051,1.10977940866466e-144,"10","SUOX"
"C3orf38",5.90555272428636e-151,2.67097674896645,1,0.098,1.16442913007698e-144,"10","C3orf38"
"gene13918",2.22993067600933e-150,2.08544528803009,0.889,0.069,4.39687250021342e-144,"10","gene13918"
"GTF3A",8.05216469305233e-150,1.59729767732664,0.827,0.058,1.587687989002e-143,"10","GTF3A"
"gene10682",8.47422813109801e-150,1.4564051127324,0.84,0.059,1.67090847401769e-143,"10","gene10682"
"PNPLA2",8.71682423973467e-150,1.19152859689827,0.704,0.036,1.71874243451696e-143,"10","PNPLA2"
"gene12053",2.45546467818096e-149,2.14389280248157,0.963,0.088,4.84156984559735e-143,"10","gene12053"
"gene6231",4.26780910298104e-149,2.39452023793987,0.975,0.093,8.41506540223017e-143,"10","gene623"
"gene11068",5.03245905955915e-149,1.68050132184692,0.852,0.062,9.92276624806294e-143,"10","gene11068"
"NAGLU",6.83294061850047e-149,1.24906516859015,0.716,0.039,1.34728711633502e-142,"10","NAGLU"
"DCAF10",7.80817817666575e-149,1.98247474127051,0.901,0.074,1.53957987443752e-142,"10","DCAF10"
"gene44741",1.30947845765577e-148,2.86079714655879,1,0.103,2.58196807731815e-142,"10","gene4474"
"gene12492",1.38678216298157e-148,1.7494195576723,0.901,0.073,2.73439189020539e-142,"10","gene12492"
"ADPRHL2",1.74952063863968e-148,1.52516343529087,0.728,0.041,3.44962256779971e-142,"10","ADPRHL2"
"gene14693",3.05349803815259e-148,1.22409973816094,0.765,0.046,6.02074391722149e-142,"10","gene14693"
"gene34751",8.91441754323309e-148,2.69454646528398,0.963,0.09,1.75770295341225e-141,"10","gene3475"
"gene47511",4.38638050485333e-147,2.12734462762189,0.901,0.075,8.64885891958607e-141,"10","gene4751"
"gene10343",5.46636326586233e-147,1.16595432432404,0.741,0.042,1.07783181685539e-140,"10","gene10343"
"gene13760",1.10495364899295e-146,1.59961265702889,0.914,0.074,2.17869567226279e-140,"10","gene13760"
"gene5721",1.18721390945179e-146,1.60838382246554,0.877,0.067,2.3408925876033e-140,"10","gene572"
"gene9417",1.60055218224359e-146,0.99836416344344,0.728,0.04,3.15589356699534e-140,"10","gene9417"
"GET4",1.872559114309e-146,1.34624029006183,0.778,0.049,3.69222405131612e-140,"10","GET4"
"RECQL5",2.33964209669786e-146,1.20481234370233,0.753,0.045,4.6131963230903e-140,"10","RECQL5"
"gene4877",3.02433798420493e-146,1.42667890571424,0.753,0.046,5.96324749337002e-140,"10","gene4877"
"gene64391",4.82921022255034e-146,2.33615943994991,0.914,0.079,9.52200974394429e-140,"10","gene6439"
"gene93101",6.10508251953839e-146,2.74533536367696,0.963,0.093,1.20377147731474e-139,"10","gene9310"
"gene93951",8.3936502380057e-146,1.555800497309,0.827,0.059,1.65502050377385e-139,"10","gene9395"
"FAM46A",8.62572071377397e-146,1.6084356675139,0.84,0.062,1.7007790694546e-139,"10","FAM46A"
"gene3021",1.32416752488404e-145,1.5573421128155,0.84,0.061,2.61093128969267e-139,"10","gene3021"
"gene102911",1.52437002167161e-145,2.17826473514312,0.951,0.09,3.00568116334107e-139,"10","gene10291"
"UBXN6",1.71456166348341e-145,1.53844302275787,0.877,0.069,3.38069210365841e-139,"10","UBXN6"
"GLYATL3",2.61958391174844e-145,2.24872471812892,0.963,0.092,5.16517243674172e-139,"10","GLYATL3"
"TVP23B",2.65276539233039e-145,1.30167542083636,0.704,0.038,5.23059812062363e-139,"10","TVP23B"
"XRCC6BP1",2.91455933640142e-145,1.65726868610649,0.864,0.066,5.74679111522751e-139,"10","XRCC6BP1"
"gene4622",3.51890022486435e-145,1.77839046962425,0.914,0.077,6.93840207507695e-139,"10","gene4622"
"VWA9",3.64197167022173e-145,1.5911287770904,0.877,0.07,7.18106856667471e-139,"10","VWA9"
"gene14434",1.36715123175854e-144,1.82653000117841,0.901,0.077,2.69568454267359e-138,"10","gene14434"
"gene3555",4.76061985047416e-144,1.54909044595392,0.741,0.045,9.38676647203198e-138,"10","gene3555"
"PRKAG2.1",8.98105868876694e-144,1.70639789783672,0.852,0.066,1.77084294127523e-137,"10","PRKAG2.1"
"mad21",1.14669686229514e-143,1.74473078962424,0.926,0.081,2.26100297832102e-137,"10","mad2"
"gene3973",1.65028198979175e-143,1.97076912501987,0.926,0.083,3.25394846421785e-137,"10","gene3973"
"UGCG1",1.81846561750304e-143,1.939737437942,0.889,0.075,3.58556503670847e-137,"10","UGCG"
"gene10912",1.96571374865514e-143,2.63273769321027,0.889,0.074,3.87590198105202e-137,"10","gene10912"
"gene14552",2.1439624587152e-143,2.10199111162006,0.901,0.079,4.22736440985907e-137,"10","gene14552"
"gene360",2.18200430325536e-143,1.32736796852033,0.741,0.045,4.30237353095667e-137,"10","gene360"
"gene1342",2.60595798814433e-143,1.73044028794743,0.864,0.07,5.13830548099754e-137,"10","gene1342"
"HHAT",2.86180842303243e-143,1.72496415873109,0.852,0.066,5.64277934353947e-137,"10","HHAT"
"ACY1",5.0591614017043e-143,2.09771816090771,0.864,0.069,9.97541667129467e-137,"10","ACY1"
"gene866",8.10222871645702e-143,1.67565771632661,0.938,0.085,1.59755937783603e-136,"10","gene866"
"AASS",8.37708147608233e-143,1.07738036490865,0.704,0.038,1.65175355317098e-136,"10","AASS"
"FITM21",8.8771322896146e-143,2.33327614143273,0.938,0.088,1.75035122234444e-136,"10","FITM2"
"SERGEF",1.51542053381698e-142,2.71304068233776,0.963,0.098,2.98803498381523e-136,"10","SERGEF"
"gene115761",2.45252946532803e-142,2.23156465879421,0.926,0.084,4.83578233084894e-136,"10","gene11576"
"gene7690",8.38517657540831e-142,1.55065543852845,0.815,0.06,1.65334970680911e-135,"10","gene7690"
"gene42822",1.17822206086579e-141,1.80503787090308,0.938,0.086,2.32316288317831e-135,"10","gene4282"
"gene88812",1.61251139279702e-141,2.13637083577886,0.975,0.098,3.17947417628169e-135,"10","gene8881"
"HEMK1.1",1.90406535056409e-141,1.88638545432681,0.901,0.078,3.7543465671708e-135,"10","HEMK1.1"
"gene5083",1.97151600861168e-141,1.42511839172662,0.778,0.053,3.8873426045281e-135,"10","gene5083"
"NRM1",2.28612859161807e-141,1.5567568955259,0.864,0.068,4.5076809089087e-135,"10","NRM"
"gene105652",3.12769696757652e-141,2.74545168659908,0.963,0.099,6.16704587890991e-135,"10","gene10565"
"gene1807",4.76192690404141e-141,1.62160733159973,0.877,0.072,9.38934365882435e-135,"10","gene1807"
"gene108431",7.39709802068502e-141,2.05402000870595,0.963,0.095,1.45852502135797e-134,"10","gene10843"
"SPHK1",7.54693298322478e-141,2.36918204914761,0.901,0.079,1.48806877504724e-134,"10","SPHK1"
"gene96682",9.27754037276126e-141,2.15304938464125,0.938,0.089,1.82930180626131e-134,"10","gene9668"
"gene779",1.34142188907489e-140,2.32826366327751,0.975,0.102,2.64495263404908e-134,"10","gene779"
"gene7608",1.87886225909905e-140,1.60624962751099,0.914,0.081,3.70465229596533e-134,"10","gene7608"
"DNAJC17",2.29513134459144e-140,1.26455649246812,0.765,0.05,4.52543211409221e-134,"10","DNAJC17"
"gene3869",4.1519638731957e-140,1.65933966250451,0.877,0.072,8.18664722286524e-134,"10","gene3869"
"gene3613",1.26158307149181e-139,1.69983752882174,0.815,0.061,2.48753020596318e-133,"10","gene3613"
"MOB1B",2.54841229651152e-139,1.25937555689394,0.716,0.042,5.02483959088348e-133,"10","MOB1B"
"gene12525",2.90605713786318e-139,2.08554155312394,0.864,0.072,5.73002687975314e-133,"10","gene12525"
"PPIH1",3.84508765531858e-139,2.0160465855554,0.951,0.095,7.58156311963738e-133,"10","PPIH"
"SUMF1",1.0566993814314e-138,1.60262769478432,0.901,0.078,2.08355017543551e-132,"10","SUMF1"
"gene1323",2.31363528570557e-138,1.63673073541172,0.79,0.057,4.56191731549582e-132,"10","gene1323"
"gene4036",2.48795286244009e-138,1.44178579810445,0.741,0.047,4.90562852037484e-132,"10","gene4036"
"gene2153",3.81530097690299e-138,1.95882638224351,0.926,0.088,7.5228311471114e-132,"10","gene2153"
"gene37421",4.71736911208962e-138,1.98434971476766,0.938,0.09,9.30148669887005e-132,"10","gene3742"
"gene9245",5.22944365877848e-138,2.52575460953676,0.975,0.104,1.03111712225275e-131,"10","gene9245"
"gene3635",6.93133696652346e-138,1.6839955431379,0.778,0.055,1.36668844577535e-131,"10","gene3635"
"gene77761",7.892137749588e-138,1.7930645436894,0.84,0.067,1.55613462841634e-131,"10","gene7776"
"gene55762",8.01030808701596e-138,2.86594046203778,0.988,0.111,1.5794349001498e-131,"10","gene5576"
"gene101702",9.88628491048524e-138,2.05162402390075,0.963,0.099,1.9493311931104e-131,"10","gene10170"
"gene1400",1.7737645927913e-137,1.51645792852706,0.827,0.064,3.49742565713002e-131,"10","gene1400"
"RAD51D",2.20909001311939e-137,1.86666851505788,0.852,0.07,4.35577986063819e-131,"10","RAD51D"
"gene97781",2.92729488857633e-137,1.19126803256017,0.765,0.051,5.77190247843504e-131,"10","gene9778"
"GDPGP1",3.93548391371822e-137,1.51796491629322,0.753,0.05,7.75980221332565e-131,"10","GDPGP1"
"gene8034",4.14246861598539e-137,1.3957647003947,0.765,0.053,8.16792492097505e-131,"10","gene8034"
"CNNM2.1",4.63764339267187e-137,1.31792755148262,0.802,0.059,9.14428727243095e-131,"10","CNNM2.1"
"ADAL1",5.94763639872123e-137,2.2205235413656,0.975,0.106,1.17272699120878e-130,"10","ADAL"
"VHL",6.93235416625306e-137,2.40249639113567,0.975,0.105,1.3668890124372e-130,"10","VHL"
"UBA5",1.23559093947969e-136,2.15838877442895,0.963,0.102,2.43628014169191e-130,"10","UBA5"
"gene43441",1.32503357524473e-136,1.81474935739281,0.914,0.086,2.61263892708952e-130,"10","gene4344"
"gene11035",2.01401500092448e-136,1.32809946313782,0.827,0.064,3.97114012011786e-130,"10","gene11035"
"gene4270",2.33629777730469e-136,1.57765480435556,0.84,0.069,4.60660215129385e-130,"10","gene4270"
"gene17081",2.48200730828063e-136,2.37500196035683,0.963,0.101,4.89390535612425e-130,"10","gene1708"
"gene7565",3.91618578137734e-136,1.37752107523068,0.802,0.059,7.72175106298811e-130,"10","gene7565"
"gene5611",5.71576393145285e-136,1.54769430667561,0.84,0.066,1.1270074679134e-129,"10","gene5611"
"gene12654",7.65102368979367e-136,1.77819126720787,0.84,0.066,1.50859289134217e-129,"10","gene12654"
"gene11888",8.72566436186901e-136,2.01988401521037,0.877,0.077,1.72048548825083e-129,"10","gene11888"
"gene79612",9.26482152303353e-136,2.40264144460553,0.988,0.109,1.82679396325059e-129,"10","gene7961"
"gene3536",1.37167914730194e-135,1.49943524814955,0.765,0.053,2.70461247373005e-129,"10","gene3536"
"FAM96A",1.76240874134219e-135,1.8564079274811,0.889,0.079,3.4750347229677e-129,"10","FAM96A"
"gene9414",1.80539101690684e-135,2.03466362435125,0.938,0.094,3.55978515375911e-129,"10","gene9414"
"gene8461",2.73105729384571e-135,2.05283604178834,0.901,0.084,5.38497041231217e-129,"10","gene8461"
"DOT1L",4.00006477236998e-135,1.41770328090054,0.716,0.046,7.88713971511483e-129,"10","DOT1L"
"gene2213",7.70533230931183e-135,1.61727470058353,0.84,0.069,1.51930120968825e-128,"10","gene2213"
"gene140251",8.45899043308091e-135,2.11228067828951,0.877,0.078,1.66790397633986e-128,"10","gene14025"
"LRR11",8.98827604224536e-135,1.7394495292755,0.877,0.076,1.77226602511254e-128,"10","LRR1"
"gene9820",2.97796268978008e-134,2.40560391300993,0.963,0.104,5.87180686746194e-128,"10","gene9820"
"gene11018",3.6554614899404e-134,2.11784721610991,0.901,0.085,7.20766715917444e-128,"10","gene11018"
"gene114",4.10790137173091e-134,1.19743281333673,0.704,0.042,8.09976685341454e-128,"10","gene114"
"gene9987",4.97838401143459e-134,1.88741204895135,0.901,0.084,9.81614360969818e-128,"10","gene9987"
"gene13348",5.73251795422583e-134,1.85534827058085,0.852,0.073,1.13031094737987e-127,"10","gene13348"
"QKI1",5.80836727157318e-134,2.17257762465045,0.889,0.085,1.14526655928262e-127,"10","QKI"
"gene141571",6.65152781595765e-134,2.2201199652498,0.914,0.089,1.31151699256979e-127,"10","gene14157"
