"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"gene117741",2.31024885837168e-109,2.17547413456208,0.926,0.126,4.55524011724093e-103,"10","gene11774"
"gene3112",2.46797818859724e-109,1.69456271120943,0.852,0.095,4.86624339730117e-103,"10","gene3112"
"BRMS1L2",2.53801171344508e-109,1.91477986718281,0.926,0.118,5.00433221002048e-103,"10","BRMS1L"
"PPWD12",3.04388698929321e-109,1.90139048995563,0.926,0.123,6.00179330279985e-103,"10","PPWD1"
"gene70232",3.07848098051832e-109,2.04550021045143,0.926,0.121,6.07000410877994e-103,"10","gene7023"
"gene13531",4.31907342720624e-109,1.9053888166699,0.914,0.116,8.51614598731418e-103,"10","gene1353"
"gene26611",4.44536289733893e-109,1.77965018028903,0.864,0.1,8.76515762891673e-103,"10","gene2661"
"gene54122",4.54745138735977e-109,2.15274789069493,0.926,0.124,8.96645091538079e-103,"10","gene5412"
"gene65761",5.66665614259408e-109,1.9312072487533,0.84,0.093,1.11732462491283e-102,"10","gene6576"
"gene77771",5.75838294621233e-109,1.87911732093057,0.926,0.122,1.1354108849343e-102,"10","gene7777"
"POLR3E",7.45856949850295e-109,1.59410139995338,0.815,0.085,1.47064567843817e-102,"10","POLR3E"
"gene125072",1.0903249405873e-108,1.60574912619083,0.802,0.082,2.14985147257784e-102,"10","gene12507"
"gene29482",2.79629039636414e-108,2.01629676717349,0.975,0.146,5.51359397790217e-102,"10","gene2948"
"gene38451",2.86130507773926e-108,2.01306582159888,0.951,0.138,5.64178687094761e-102,"10","gene3845"
"NDOR1.11",3.23978951551342e-108,1.66855110820973,0.901,0.111,6.38806469658213e-102,"10","NDOR1.1"
"gene80323",3.26468496650656e-108,2.48184350596929,0.926,0.129,6.43715237676421e-102,"10","gene8032"
"gene74921",5.84976247795586e-108,1.7541911188733,0.827,0.09,1.15342867151969e-101,"10","gene7492"
"MNS1.12",7.26858775037151e-108,2.10865837566217,0.938,0.131,1.43318597025583e-101,"10","MNS1.1"
"RNF4.12",8.32281999541532e-108,2.06743561616529,0.889,0.109,1.64105452944201e-101,"10","RNF4.1"
"gene3300",9.24028953162559e-108,1.54038031223462,0.802,0.083,1.82195686048513e-101,"10","gene3300"
"TSPAN132",1.15848329688976e-107,1.95600909945416,0.914,0.117,2.28424291609227e-101,"10","TSPAN13"
"gene5625",1.96874941298235e-107,1.45667978139341,0.852,0.094,3.88188756129619e-101,"10","gene5625"
"THOC32",2.96772419664974e-107,2.25548499238828,0.963,0.142,5.85161908791672e-101,"10","THOC3"
"PDS5A",3.27286833573185e-107,1.56012040414094,0.864,0.098,6.45328795958428e-101,"10","PDS5A"
"FTSJ21",3.63523190947958e-107,2.22789904159974,0.877,0.109,7.1677794232121e-101,"10","FTSJ2"
"EXD2",4.88245268019577e-107,1.72549457076132,0.815,0.088,9.62699071953405e-101,"10","EXD2"
"TTC191",5.07096934181111e-107,1.57936720223125,0.827,0.09,9.99869901262408e-101,"10","TTC19"
"gene10789",5.55089155683047e-107,2.28051509350154,0.914,0.127,1.09449870798552e-100,"10","gene10789"
"SSU72.11",5.84984141591791e-107,1.43664919446917,0.815,0.085,1.15344423613604e-100,"10","SSU72.1"
"gene139821",6.27903627377071e-107,2.3008933330055,0.938,0.134,1.23807086099162e-100,"10","gene13982"
"gene48321",6.76179544881662e-107,1.92607622417736,0.914,0.12,1.33325904615905e-100,"10","gene4832"
"Cyp6a9.41",1.23722811486212e-106,2.00337936071367,0.877,0.109,2.43950824716372e-100,"10","Cyp6a9.4"
"SMURF2",1.26997124972378e-106,1.32214255110496,0.802,0.08,2.5040696215566e-100,"10","SMURF2"
"gene70252",1.27456937675589e-106,2.48739031970328,0.951,0.144,2.51313599232655e-100,"10","gene7025"
"gene52",1.43932333126574e-106,1.66673692613142,0.889,0.109,2.83799009639321e-100,"10","gene5"
"gene26671",1.78323510319032e-106,2.15186879972596,0.926,0.125,3.51609916442083e-100,"10","gene2667"
"gene2021",1.87930756924451e-106,1.50366026309626,0.815,0.086,3.70553033758056e-100,"10","gene202"
"gene10608",1.90247735920111e-106,1.88383127888931,0.827,0.093,3.75121544043686e-100,"10","gene10608"
"gene40801",2.07200907576012e-106,1.44870521204424,0.802,0.084,4.08549011115725e-100,"10","gene4080"
"gene134171",2.35550232425591e-106,1.81718852686539,0.84,0.095,4.64446877435855e-100,"10","gene13417"
"gene144732",2.74559166696938e-106,1.62805879363424,0.889,0.109,5.41362860612188e-100,"10","gene14473"
"UTP11L2",3.07199530556229e-106,2.53307682922331,0.963,0.147,6.05721595972836e-100,"10","UTP11L"
"gene5741",3.35549951512005e-106,1.68971331154803,0.802,0.085,6.61621623543651e-100,"10","gene574"
"COQ21",3.66809595874938e-106,1.77320614260323,0.864,0.104,7.23257921095197e-100,"10","COQ2"
"DERL11",4.00474087814966e-106,1.92630765557196,0.926,0.126,7.89635984071422e-100,"10","DERL1"
"gene12265",4.53496072952298e-106,1.67073677919149,0.827,0.091,8.94182242331913e-100,"10","gene12265"
"VAC141",4.71952518101829e-106,1.43920455342483,0.815,0.087,9.30573793424835e-100,"10","VAC14"
"gene142081",5.28894512419095e-106,1.98457316323723,0.864,0.107,1.04284934154589e-99,"10","gene14208"
"gene97762",6.2965620034039e-106,1.73908792252161,0.975,0.142,1.24152650198977e-99,"10","gene9776"
"gene75231",6.5704719751875e-106,1.40719285827991,0.84,0.091,1.29553478284919e-99,"10","gene7523"
"gene6874",9.942061022542e-106,2.52927514267604,0.963,0.148,1.96032886473803e-99,"10","gene687"
"COX7A13",1.01142812704814e-105,2.59992061469366,0.963,0.143,1.99428644379155e-99,"10","COX7A1"
"gene42841",1.23632570330893e-105,1.76562538057305,0.926,0.126,2.43772891447648e-99,"10","gene4284"
"NT5C3B2",2.09820315529724e-105,1.90797784726181,0.901,0.119,4.1371383660668e-99,"10","NT5C3B"
"RRAGD1",2.15605046096698e-105,1.77453325489671,0.914,0.122,4.25119896456302e-99,"10","RRAGD"
"AK31",2.22801407212631e-105,2.43083852908854,0.926,0.134,4.39309343075727e-99,"10","AK3"
"gene145022",3.3450993198659e-105,1.99871523199113,0.914,0.125,6.59570961924355e-99,"10","gene14502"
"gene43811",3.68918127420148e-105,2.41665698637918,0.938,0.135,7.27415424495059e-99,"10","gene4381"
"gene12351",3.72743268750464e-105,1.46030046253381,0.815,0.087,7.34957658388533e-99,"10","gene1235"
"gene26841",4.49676428501459e-105,1.86699820162388,0.864,0.106,8.86650846927038e-99,"10","gene2684"
"DHPS3",5.42503656056807e-105,1.95351941841167,0.951,0.137,1.06968321134098e-98,"10","DHPS"
"gene77701",5.94446829666485e-105,2.87177589167161,0.963,0.148,1.17210231973538e-98,"10","gene7770"
"gene20811",6.26684055328452e-105,1.67366090626267,0.815,0.09,1.23566616614604e-98,"10","gene2081"
"CNOT3.12",7.08016571521252e-105,2.42993188350933,0.951,0.144,1.39603379894674e-98,"10","CNOT3.1"
"gene99333",7.73891515013249e-105,2.00838318105109,0.901,0.113,1.52592291640192e-98,"10","gene9933"
"gene8321",7.93982542086943e-105,1.60455266027204,0.802,0.084,1.56553745930756e-98,"10","gene832"
"LPCAT31",8.23640278888965e-105,1.69694488077911,0.901,0.114,1.62401519082015e-98,"10","LPCAT3"
"TFB2M1",1.32246833117054e-104,1.77658454372829,0.889,0.114,2.60758089939051e-98,"10","TFB2M"
"gene66094",1.36710248310547e-104,2.03296012775887,0.951,0.14,2.69558842237066e-98,"10","gene6609"
"gene70901",1.54641407066513e-104,2.08401306892054,0.901,0.121,3.04914658307619e-98,"10","gene7090"
"gene126362",1.5870706426567e-104,1.86241539766092,0.901,0.116,3.12931130087028e-98,"10","gene12636"
"CLIPB92",1.76976913592481e-104,2.22420521040374,0.877,0.109,3.48954760306714e-98,"10","CLIPB9"
"gene9983",2.24317525879413e-104,1.79599248442885,0.827,0.094,4.4229875460531e-98,"10","gene9983"
"SYF21",2.33227447626725e-104,2.07670943331833,0.975,0.146,4.59866919540338e-98,"10","SYF2"
"gene133393",2.41174771038008e-104,2.16938086942959,0.901,0.121,4.75537078318506e-98,"10","gene13339"
"gene115861",2.60534849623654e-104,1.69508466500261,0.852,0.103,5.13710371349989e-98,"10","gene11586"
"gene90481",2.60551210809099e-104,2.23338760377856,0.938,0.14,5.13742631566474e-98,"10","gene9048"
"CCDC134.1",2.65274829085366e-104,2.10208834124314,0.827,0.096,5.23056440073557e-98,"10","CCDC134.1"
"gene14312",2.65893142556655e-104,2.0383234490879,0.84,0.1,5.24275601515513e-98,"10","gene14312"
"gene20521",2.69318122207701e-104,1.6078787946039,0.864,0.102,5.31028815417401e-98,"10","gene2052"
"FAM57A1",3.0227213805408e-104,2.2882742607352,0.963,0.148,5.96005995024546e-98,"10","FAM57A"
"gene281",3.50871163918753e-104,3.04779283204333,0.951,0.148,6.91831270070293e-98,"10","gene281"
"NCOA51",3.65383125916151e-104,1.49348005067844,0.852,0.101,7.20445274674548e-98,"10","NCOA5"
"gene100431",4.09497552238672e-104,2.02242708512533,0.951,0.141,8.07428027119257e-98,"10","gene10043"
"CDK11",4.10062784403201e-104,1.57260500854917,0.827,0.091,8.08542525335364e-98,"10","CDK1"
"gene74902",4.44402573698797e-104,1.77642494474136,0.926,0.127,8.76252107898325e-98,"10","gene7490"
"gene92682",4.5944353596505e-104,1.3974306784092,0.802,0.083,9.05909170369695e-98,"10","gene9268"
"gene129241",5.73723904038182e-104,1.68009530898644,0.914,0.12,1.131241828959e-97,"10","gene12924"
"gene7291",5.74193327582879e-104,1.47647362537275,0.84,0.095,1.13216741624152e-97,"10","gene729"
"NPEPL11",6.13027586000172e-104,1.99830947620052,0.926,0.131,1.2087389817786e-97,"10","NPEPL1"
"FUS",6.17470521797603e-104,1.59578442685,0.827,0.093,1.21749935376599e-97,"10","FUS"
"SUPT3H2",7.59655348021573e-104,1.86359347105183,0.951,0.138,1.49785271142758e-97,"10","SUPT3H"
"gene27531",8.19175521059542e-104,1.65138519288893,0.852,0.103,1.61521179117571e-97,"10","gene2753"
"gene13935",8.37524526904047e-104,1.58513177436007,0.877,0.108,1.65139149849664e-97,"10","gene13935"
"CCDC1301",8.60358208503925e-104,2.61772719872231,0.951,0.149,1.69641387869224e-97,"10","CCDC130"
"GMNN2",8.86982218992479e-104,2.17783130611645,0.938,0.134,1.74890985124508e-97,"10","GMNN"
"gene3093",1.02214975208704e-103,1.78892598161817,0.864,0.108,2.01542684012687e-97,"10","gene309"
"GPI",1.1163355252076e-103,2.05874829017941,0.926,0.133,2.20113792083467e-97,"10","GPI"
"gene104351",1.28252443701314e-103,1.83979792726238,0.914,0.126,2.52882140625396e-97,"10","gene10435"
"gene15223",1.45210098547211e-103,1.73200503326447,0.901,0.115,2.86318447440758e-97,"10","gene1522"
"THOC1",1.63684434168125e-103,2.0665946684009,0.951,0.145,3.22745274124303e-97,"10","THOC1"
"SPATA5L1",1.73916415190066e-103,1.47928939334361,0.802,0.087,3.42920213400258e-97,"10","SPATA5L1"
"gene60861",1.88797320304146e-103,2.04178427965808,0.926,0.131,3.72261682701661e-97,"10","gene6086"
"gene94151",2.38600181108452e-103,1.95848347054622,0.914,0.124,4.70460622901133e-97,"10","gene9415"
"gene4805",2.82285225404532e-103,1.38397445476,0.802,0.084,5.56596740047061e-97,"10","gene4805"
"aurB2",3.30974103719325e-103,2.16160979918421,0.926,0.132,6.5259918193089e-97,"10","aurB"
"gene47621",5.41226033009247e-103,2.0231984378578,0.84,0.101,1.06716405426408e-96,"10","gene4762"
"DTWD2",7.28642556480723e-103,1.73139921435496,0.84,0.097,1.43670314666854e-96,"10","DTWD2"
"gene5601",7.65756675807737e-103,1.91850051899356,0.877,0.112,1.50988302279393e-96,"10","gene560"
"POP1",1.20221668345783e-102,1.50914106590621,0.815,0.09,2.37047435225803e-96,"10","POP1"
"TBRG12",1.59429053891027e-102,2.00565797609078,0.938,0.137,3.14354715296794e-96,"10","TBRG1"
"gene95963",1.6837810140327e-102,2.10337090154818,0.926,0.136,3.32000026576201e-96,"10","gene9596"
"gene7772",2.09454400688573e-102,2.65881535329129,0.938,0.144,4.12992342920896e-96,"10","gene7772"
"gene94582",2.96502859638429e-102,2.05202770727396,0.963,0.145,5.84630403000651e-96,"10","gene9458"
"MED71",3.62311481747552e-102,1.99801546043436,0.926,0.134,7.14388751070182e-96,"10","MED7"
"TPD52L22",4.24840886032986e-102,2.05767897706401,0.938,0.137,8.37681291558197e-96,"10","TPD52L2"
"gene78752",5.4231293670928e-102,2.1760066823039,0.938,0.144,1.06930715989533e-95,"10","gene7875"
"gene9192",5.58705735891083e-102,1.53141560773028,0.852,0.103,1.10162971086045e-95,"10","gene919"
"KIAA0226L1",9.85445701319158e-102,1.41166633485922,0.827,0.095,1.94305551791315e-95,"10","KIAA0226L"
"gene145392",1.03043342034343e-101,2.29550196655322,0.901,0.127,2.03176018786242e-95,"10","gene14539"
"gene95722",1.11838354165831e-101,1.84075971063383,0.864,0.108,2.20517610341539e-95,"10","gene9572"
"gene48033",1.88940931539406e-101,2.09923380585931,0.963,0.144,3.72544848585619e-95,"10","gene4803"
"EFTUD21",2.67163614523788e-101,1.62993208322262,0.901,0.123,5.26780658428123e-95,"10","EFTUD2"
"gene3647",2.70172305902967e-101,1.44933692414179,0.815,0.09,5.32713054681093e-95,"10","gene3647"
"gene35371",3.2055658373342e-101,2.19134312920884,0.84,0.104,6.32058405646122e-95,"10","gene3537"
"gene142491",3.2792454747299e-101,1.98197300020334,0.84,0.104,6.4658621025351e-95,"10","gene14249"
"gene134511",3.41639912864999e-101,1.53895820080263,0.827,0.095,6.736295231113e-95,"10","gene13451"
"gene8431",4.43923986885549e-101,1.67142294612548,0.815,0.096,8.75308452913543e-95,"10","gene843"
"gene89033",5.41099321391801e-101,2.03459281381722,0.938,0.14,1.06691421025225e-94,"10","gene8903"
"NUP133",6.54365432126177e-101,1.49556620844041,0.802,0.09,1.29024700389108e-94,"10","NUP133"
"gene45061",6.55837284655334e-101,1.7680455911144,0.889,0.121,1.29314913353101e-94,"10","gene4506"
"gene64201",8.39405660976485e-101,1.83593405239908,0.877,0.115,1.65510063024737e-94,"10","gene6420"
"gene130191",1.12268355020141e-100,1.84948714122204,0.889,0.118,2.21365465816027e-94,"10","gene13019"
"gene78833",1.18745522862561e-100,1.67250402151581,0.914,0.122,2.34136840940823e-94,"10","gene7883"
"RAD21",1.2742095532427e-100,1.53812544189082,0.877,0.11,2.51242650923495e-94,"10","RAD21"
"TXNL4A2",1.9725308173854e-100,2.01717251240863,0.914,0.13,3.88934355677212e-94,"10","TXNL4A"
"FADD1",2.10063601275e-100,1.47111810999718,0.815,0.093,4.14193536004784e-94,"10","FADD"
"gene43051",2.22610320676774e-100,2.30721860566762,0.914,0.13,4.38932567625391e-94,"10","gene4305"
"COMMD42",2.28361410476986e-100,2.18248678752034,0.926,0.139,4.50272296192228e-94,"10","COMMD4"
"PICK11",2.98155566520688e-100,1.64701948117942,0.827,0.1,5.87889132753866e-94,"10","PICK1"
"FAM120B3",3.19829899818609e-100,1.86610864759823,0.852,0.107,6.30625564457042e-94,"10","FAM120B"
"SELENOT2",3.22281161389224e-100,1.68489629525026,0.864,0.109,6.35458846812686e-94,"10","SELENOT"
"APH1A",3.87489051011604e-100,2.04350590509065,0.951,0.146,7.64032698799283e-94,"10","APH1A"
"gene96301",4.05317640791627e-100,1.98235417946715,0.926,0.135,7.99186274183813e-94,"10","gene9630"
"gene36652",4.32195179738769e-100,1.60200450745661,0.84,0.102,8.52182142235457e-94,"10","gene3665"
"ZFPL11",4.48782770863866e-100,1.73394642481951,0.864,0.113,8.8488877479914e-94,"10","ZFPL1"
"gene67271",4.77758066725224e-100,1.71653709962374,0.877,0.113,9.42020901339661e-94,"10","gene6727"
"DNA21",4.80340024504187e-100,1.67413686828602,0.901,0.12,9.47111884336205e-94,"10","DNA2"
"gene131163",5.64262538158745e-100,2.36184348941792,0.938,0.148,1.11258635240212e-93,"10","gene13116"
"gene51581",7.8834049840109e-100,1.61304823826393,0.889,0.121,1.55441274274384e-93,"10","gene5158"
"gene63322",7.90914903572407e-100,2.10094673468511,0.864,0.114,1.5594888338636e-93,"10","gene6332"
"RABEP14",8.42776955771351e-100,1.97298092088903,0.951,0.147,1.66174799087303e-93,"10","RABEP1"
"LRRC47",8.7545901567948e-100,1.76495108974106,0.802,0.094,1.72618894054306e-93,"10","LRRC47"
"gene48302",8.84009477379905e-100,1.76465744766304,0.926,0.136,1.74304833905226e-93,"10","gene4830"
"gene27242",1.00027220207449e-99,2.04067422408398,0.901,0.126,1.97228971525699e-93,"10","gene2724"
"gene52481",1.17873495723107e-99,1.65337146448431,0.889,0.119,2.32417418812523e-93,"10","gene5248"
"TBC1D71",1.31545174283034e-99,1.69740257713668,0.852,0.108,2.59374592028096e-93,"10","TBC1D7"
"ORC41",1.59666202769731e-99,1.62229249301855,0.802,0.094,3.14822314309825e-93,"10","ORC4"
"PRPF83",1.61195529029068e-99,1.81500789929988,0.914,0.13,3.17837767949652e-93,"10","PRPF8"
"LRPAP11",2.15953330063727e-99,1.88560404899408,0.926,0.136,4.25806626413144e-93,"10","LRPAP1"
"gene137431",2.41340140280096e-99,1.6868780108499,0.864,0.111,4.75863145617701e-93,"10","gene13743"
"TCEB11",2.50478050412228e-99,1.81843464071449,0.827,0.101,4.93880847334461e-93,"10","TCEB1"
"MCM6",3.89459988874808e-99,2.39090038167785,0.938,0.142,7.67918901443869e-93,"10","MCM6"
"GTF2A1.12",6.48948395873557e-99,1.6128667390908,0.802,0.093,1.27956594640887e-92,"10","GTF2A1.1"
"gene77282",7.23380592084181e-99,2.16785061085066,0.926,0.135,1.42632785258376e-92,"10","gene7728"
"gene62721",8.4462861606899e-99,1.94356316440608,0.877,0.12,1.66539900761988e-92,"10","gene6272"
"gene139663",8.62623043733233e-99,1.70757264343613,0.914,0.127,1.70087957435013e-92,"10","gene13966"
"gene80752",9.79993055806941e-99,1.81587640005782,0.889,0.122,1.9323042477665e-92,"10","gene8075"
"GPCPD1",1.09337980530896e-98,1.49749428914082,0.802,0.093,2.15587491125735e-92,"10","GPCPD1"
"BIRC52",1.18557246662302e-98,2.32294268778512,0.938,0.147,2.33765606778135e-92,"10","BIRC5"
"gene119001",1.91679986819149e-98,1.80338460307201,0.852,0.11,3.77945589050617e-92,"10","gene11900"
"PRMT8",2.20468682758884e-98,1.78329196136271,0.926,0.139,4.34709786635878e-92,"10","PRMT8"
"gene99503",3.38942599203054e-98,1.50311523826993,0.815,0.095,6.68311086806419e-92,"10","gene9950"
"HMCES1",4.45862743371203e-98,2.2085179540458,0.852,0.111,8.79131201830399e-92,"10","HMCES"
"gene28951",6.56211231437561e-98,1.42279023748148,0.864,0.113,1.29388646422071e-91,"10","gene2895"
"gene120211",8.39760180646882e-98,2.09813293206237,0.889,0.129,1.65579965547103e-91,"10","gene12021"
"gene39111",1.21081258658747e-97,1.52904732036184,0.852,0.11,2.38742335004161e-91,"10","gene3911"
"gene94561",1.72035975140261e-97,1.46781760050773,0.802,0.095,3.39212450090735e-91,"10","gene9456"
"ECHDC31",1.82731373649247e-97,1.47179745142027,0.802,0.093,3.60301134187023e-91,"10","ECHDC3"
"gene131221",1.90055013406872e-97,2.39675803981331,0.901,0.135,3.7474154285004e-91,"10","gene13122"
"gene5265",2.17249510509582e-97,1.42520751849757,0.852,0.108,4.283623740958e-91,"10","gene5265"
"PGM12",2.83570778098243e-97,1.4018470527343,0.827,0.1,5.59131532427545e-91,"10","PGM1"
"gene127051",4.87173693186609e-97,2.36503983992185,0.926,0.149,9.60586191061777e-91,"10","gene12705"
"fidipidine2",8.95381932939484e-97,1.63332047712694,0.914,0.137,1.76547201241923e-90,"10","fidipidine"
"RBCK1.6",1.30517505987994e-96,1.63944010506681,0.802,0.098,2.57348283984346e-90,"10","RBCK1.6"
"gene23181",1.59119940737398e-96,1.6638970197439,0.827,0.106,3.13745220508787e-90,"10","gene2318"
"gene103311",1.71361868593486e-96,1.69884888807575,0.877,0.122,3.37883278484812e-90,"10","gene10331"
"DCTN62",1.83081221408117e-96,2.10891844504211,0.901,0.132,3.60990947555118e-90,"10","DCTN6"
"UCKL12",2.26224684939286e-96,1.70426004278157,0.926,0.14,4.46059201203092e-90,"10","UCKL1"
"NDUFAF71",2.29342280620772e-96,1.3966841654164,0.815,0.096,4.52206329840849e-90,"10","NDUFAF7"
"gene58493",2.5114555968271e-96,1.77356824145545,0.864,0.116,4.95197010741062e-90,"10","gene5849"
"RMND1.11",2.55125604541154e-96,1.9943863763373,0.864,0.119,5.03044676130833e-90,"10","RMND1.1"
"SNRNP401",2.80185578834626e-96,1.87394891221681,0.877,0.123,5.52456755623911e-90,"10","SNRNP40"
"MRPL241",2.85119717327115e-96,1.73894390325088,0.852,0.111,5.62185657998891e-90,"10","MRPL24"
"gene69772",2.99777681017658e-96,1.86075587684706,0.864,0.118,5.9108754187961e-90,"10","gene6977"
"gene73881",3.65580703069798e-96,1.59968849796498,0.864,0.113,7.20834848019984e-90,"10","gene7388"
"gene11782",3.67561731997788e-96,2.5733115858998,0.877,0.128,7.24740947751835e-90,"10","gene1178"
"gene28691",4.40727303239491e-96,1.66870745342773,0.889,0.129,8.69005382344375e-90,"10","gene2869"
"gene104771",4.95547899453679e-96,1.72489686178802,0.84,0.109,9.77098057391491e-90,"10","gene10477"
"GTF2E11",5.0547964289531e-96,2.1635510883073,0.877,0.131,9.96681002317757e-90,"10","GTF2E1"
"gene105171",6.59530847948281e-96,1.88720236172174,0.926,0.144,1.30043192803457e-89,"10","gene10517"
"gene103211",7.87360312366936e-96,1.77387375921203,0.926,0.14,1.55248005799044e-89,"10","gene10321"
"gene5628",1.19588614601079e-95,1.94924486929753,0.877,0.127,2.35799209605522e-89,"10","gene5628"
"gene45093",1.37244141499901e-95,1.70979972529898,0.914,0.135,2.70611547734854e-89,"10","gene4509"
"gene102802",1.40343737768672e-95,2.21770283996986,0.926,0.147,2.76723185976593e-89,"10","gene10280"
"gene45971",1.64967563633289e-95,1.57621211832537,0.877,0.119,3.25275288496629e-89,"10","gene4597"
"gene4427",1.81112353378079e-95,1.44994868503709,0.815,0.099,3.57108826110287e-89,"10","gene4427"
"gene131931",2.55978884387392e-95,1.77907718004166,0.84,0.111,5.04727133227494e-89,"10","gene13193"
"EXOC52",2.8796579931162e-95,1.747095533684,0.889,0.129,5.67797428690085e-89,"10","EXOC5"
"gene68362",2.89303825309865e-95,1.69939586494537,0.852,0.114,5.70435685466201e-89,"10","gene6836"
"TSG1011",3.51529485113212e-95,1.38764419253016,0.827,0.101,6.93129316860431e-89,"10","TSG101"
"gene4231",4.35645106904989e-95,1.70540785773894,0.84,0.109,8.58984546475234e-89,"10","gene4231"
"gene127721",5.81815233264603e-95,1.5522097877981,0.889,0.123,1.14719593163518e-88,"10","gene12772"
"MTRR1",6.90053961809877e-95,1.40792311245516,0.827,0.102,1.36061596936051e-88,"10","MTRR"
"UPF2",7.63412538501395e-95,1.25849463796346,0.815,0.097,1.50526096302774e-88,"10","UPF2"
"TDP11",8.98266421742004e-95,1.71003634113314,0.889,0.125,1.77115951186906e-88,"10","TDP1"
"METTL61",1.01385225067407e-94,1.53303584512117,0.852,0.111,1.99906621682336e-88,"10","METTL6"
"FIS13",1.1986387563462e-94,1.89600920217093,0.914,0.139,2.36341956374189e-88,"10","FIS1"
"SLC25A191",1.22919067617816e-94,2.2286576893162,0.901,0.139,2.42366040332632e-88,"10","SLC25A19"
"gene9640",1.37191918100105e-94,1.76371389299181,0.864,0.121,2.70508576089637e-88,"10","gene9640"
"gene10745",2.04522593061551e-94,1.84364321000856,0.864,0.122,4.03268036436893e-88,"10","gene10745"
"gene57871",2.1188175253785e-94,2.33857725413044,0.889,0.136,4.17778481211764e-88,"10","gene5787"
"MED312",3.41329961943735e-94,2.03505558688964,0.914,0.138,6.73018376452446e-88,"10","MED31"
"gene96563",6.5382761311935e-94,2.59839942081817,0.889,0.138,1.28918655765092e-87,"10","gene9656"
"gene67402",6.58033084120876e-94,2.08489957435918,0.914,0.148,1.29747870771459e-87,"10","gene6740"
"gene10519",7.73583807129379e-94,1.62567194973912,0.815,0.103,1.52531619245877e-87,"10","gene10519"
"GPAA1",8.00461887660817e-94,1.31961104373284,0.815,0.098,1.57831312838088e-87,"10","GPAA1"
"gene20881",1.26881921567279e-93,1.70103602531828,0.889,0.131,2.50179809496047e-87,"10","gene2088"
"COQ42",1.43862081459299e-93,1.84218519298775,0.914,0.145,2.83660490703617e-87,"10","COQ4"
"HUS13",1.66966076352093e-93,2.02543840391386,0.889,0.134,3.29215861945468e-87,"10","HUS1"
"NCAPG1",1.8465078430313e-93,1.47810714452124,0.877,0.123,3.64085737902049e-87,"10","NCAPG"
"gene128391",1.94639951378876e-93,1.69406242064233,0.802,0.101,3.83781908051152e-87,"10","gene12839"
"gene69441",2.15060368397934e-93,2.04638449755823,0.889,0.137,4.24045926569732e-87,"10","gene6944"
"SPRTN.11",2.28780427091304e-93,1.42913455744055,0.802,0.096,4.51098493458559e-87,"10","SPRTN.1"
"PTCD12",4.05711806951782e-93,1.32924475480861,0.815,0.1,7.99963472492597e-87,"10","PTCD1"
"POLR3H2",6.07381998645128e-93,1.92465541035247,0.877,0.13,1.19760727797453e-86,"10","POLR3H"
"gene121",7.33065926691378e-93,1.60322067547272,0.84,0.11,1.4454249401515e-86,"10","gene12"
"gene50411",8.61465809943465e-93,1.56595661636353,0.889,0.126,1.69859779515346e-86,"10","gene5041"
"gene77351",9.19620826089752e-93,1.64797754758898,0.852,0.119,1.81326512270495e-86,"10","gene7735"
"gene137092",1.28432067252704e-92,1.69400492118041,0.877,0.128,2.53236313901721e-86,"10","gene13709"
"gene15241",2.44014513583562e-92,1.60604076412305,0.827,0.108,4.81136349201929e-86,"10","gene1524"
"SLC38A101",4.94588315470755e-92,1.9783652515611,0.877,0.135,9.75205994794408e-86,"10","SLC38A10"
"gene146041",5.22832582696112e-92,1.40372305235163,0.802,0.101,1.03089671342881e-85,"10","gene14604"
"gene57932",5.79761733680655e-92,2.31437593608945,0.877,0.132,1.14314693767003e-85,"10","gene5793"
"gene110631",5.92017130548241e-92,1.52776503082855,0.84,0.112,1.16731155320989e-85,"10","gene11063"
"gene55672",6.42107793825016e-92,1.89044073578829,0.926,0.148,1.26607796879786e-85,"10","gene5567"
"gene36121",7.74169667772891e-92,1.66077442715014,0.901,0.138,1.5264713649402e-85,"10","gene3612"
"PDF2",1.06669850876025e-91,1.87413788268546,0.926,0.147,2.10326598474356e-85,"10","PDF"
"gene37431",1.20495369000184e-91,2.05456929102806,0.827,0.11,2.37587105312221e-85,"10","gene3743"
"SSR31",1.3180543012943e-91,1.81383965510698,0.889,0.136,2.59887752273995e-85,"10","SSR3"
"gene146481",1.36406836244168e-91,1.60062054497823,0.827,0.112,2.68960588584948e-85,"10","gene14648"
"COASY2",1.47072135576314e-91,1.62923945252172,0.901,0.137,2.89989924539004e-85,"10","COASY"
"gene64931",2.03706765827876e-91,1.97703377195081,0.901,0.139,4.01659426641411e-85,"10","gene6493"
"INTS41",5.2763820970095e-91,1.83603649592073,0.889,0.139,1.04037222289248e-84,"10","INTS4"
"gene33642",7.06923694298582e-91,2.80055066117218,0.914,0.147,1.39387891500431e-84,"10","gene3364"
"gene5952",7.2467302813541e-91,2.23256686392209,0.864,0.129,1.42887621724508e-84,"10","gene595"
"gene42971",1.27968496459488e-90,2.28807366748473,0.864,0.133,2.52322266799485e-84,"10","gene4297"
"ERP442",1.44361608741796e-90,1.74003156474388,0.864,0.127,2.84645435121462e-84,"10","ERP44"
"gene132982",1.75876921087915e-90,1.64880329267167,0.852,0.119,3.4678584678586e-84,"10","gene13298"
